City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
123,Kudahuvadhoo,MV,2022-07-12 07:34:16,2.6708,72.8944,81.61,67,100,3.67
124,College,US,2022-07-12 07:34:16,64.8569,-147.8028,65.46,90,20,5.75
125,Talnakh,RU,2022-07-12 07:34:17,69.4865,88.3972,49.21,46,100,19.6
126,Cidreira,BR,2022-07-12 07:34:17,-30.1811,-50.2056,55.9,91,100,19.71
127,Esso,RU,2022-07-12 07:34:18,55.9333,158.7,80.56,65,18,5.14
128,Tuktoyaktuk,CA,2022-07-12 07:34:18,69.4541,-133.0374,38.43,97,100,16.98
129,Toktogul,KG,2022-07-12 07:34:18,41.8708,72.9402,74.59,44,12,5.59
130,Maloy,NO,2022-07-12 07:34:19,61.9353,5.1136,62.33,86,100,32.01
131,Cabo San Lucas,MX,2022-07-12 07:32:31,22.8909,-109.9124,81.61,71,74,8.99
132,Imbituba,BR,2022-07-12 07:34:19,-28.24,-48.6703,70.86,99,100,5.99
133,Riyadh,SA,2022-07-12 07:29:34,24.6877,46.7219,98.74,9,100,20.18
134,Emerald,AU,2022-07-12 07:34:20,-23.5333,148.1667,64.35,48,1,4.79
135,Jamestown,US,2022-07-12 07:29:46,42.097,-79.2353,71.71,87,100,10.36
136,Wanning,CN,2022-07-12 07:34:21,18.8003,110.3967,84.34,85,17,9.04
137,Andenes,NO,2022-07-12 07:34:21,69.3143,16.1194,62.58,67,0,16.11
138,Khasan,RU,2022-07-12 07:34:22,42.4308,130.6434,69.4,90,100,6.29
139,Marawi,PH,2022-07-12 07:34:22,7.9986,124.2928,73.06,93,100,1.92
140,Baykit,RU,2022-07-12 07:34:23,61.67,96.37,64.38,42,100,3.78
141,Paulo Afonso,BR,2022-07-12 07:34:23,-9.4061,-38.2147,67.98,95,99,5.91
142,Katherine,AU,2022-07-12 07:34:24,-14.4667,132.2667,80.92,14,38,10.36
143,Huntsville,US,2022-07-12 07:33:18,34.7304,-86.5861,74.95,94,0,5.75
144,Bedesa,ET,2022-07-12 07:35:24,8.9,40.7833,63.86,84,94,6.22
145,Tanah Merah,MY,2022-07-12 07:35:25,5.8,102.15,78.62,92,100,2.17
146,Nabire,ID,2022-07-12 07:35:25,-3.3667,135.4833,79.05,88,100,1.54
147,Eyl,SO,2022-07-12 07:35:25,7.9803,49.8164,89.08,43,60,28.57
148,Mhango,TZ,2022-07-12 07:35:26,-3.2833,32.85,74.59,41,6,11.05
149,Kodiak,US,2022-07-12 07:35:26,57.79,-152.4072,58.51,77,20,4.61
150,Waingapu,ID,2022-07-12 07:35:26,-9.6567,120.2641,81.01,60,99,19.33
151,Manzhouli,CN,2022-07-12 07:35:27,49.6,117.4333,64.85,87,100,8.32
152,Kahului,US,2022-07-12 07:33:14,20.8947,-156.47,77.02,72,0,16.11
153,Cody,US,2022-07-12 07:35:27,44.5263,-109.0565,62.65,59,0,4.61
154,Kargasok,RU,2022-07-12 07:35:28,59.0556,80.8572,70.05,39,99,17.6
155,Kurush,RU,2022-07-12 07:35:28,41.2841,47.8345,65.1,47,22,5.1
156,Bara,NG,2022-07-12 07:35:29,10.3744,10.7288,79.02,76,99,13.0
157,Bredasdorp,ZA,2022-07-12 07:34:37,-34.5322,20.0403,56.64,64,0,5.03
158,Nahavand,IR,2022-07-12 07:35:29,34.1885,48.377,94.01,11,4,4.56
159,Adre,TD,2022-07-12 07:35:30,13.4667,22.2,85.62,46,80,9.31
160,Shingu,JP,2022-07-12 07:35:30,33.7333,135.9833,82.67,83,92,8.41
161,Vostok,RU,2022-07-12 07:35:31,46.4856,135.8833,71.87,78,23,1.61
162,Victoria,HK,2022-07-12 07:35:31,22.2855,114.1577,92.03,67,3,5.01
163,Portage,US,2022-07-12 07:35:31,41.1667,-81.1998,78.58,64,75,10.36
164,Port Keats,AU,2022-07-12 07:35:32,-14.25,129.55,80.38,19,6,10.74
165,Scarborough,GB,2022-07-12 07:35:32,54.2797,-0.4044,71.17,71,99,3.0
166,Shimoda,JP,2022-07-12 07:35:33,34.6667,138.95,79.16,82,91,7.56
167,Lagoa,PT,2022-07-12 07:30:51,39.05,-27.9833,67.59,91,57,9.28
168,Upata,VE,2022-07-12 07:35:34,8.0086,-62.3989,72.19,98,97,3.09
169,Cochrane,CA,2022-07-12 07:34:56,51.1834,-114.4687,61.84,52,0,5.55
170,Avarua,CK,2022-07-12 07:35:34,-21.2078,-159.775,71.65,78,75,3.44
171,Morondava,MG,2022-07-12 07:35:35,-20.2833,44.2833,75.54,51,0,3.33
172,Tiksi,RU,2022-07-12 07:35:35,71.6872,128.8694,35.22,97,100,16.31
173,Rach Gia,VN,2022-07-12 07:35:35,10.0167,105.0833,78.93,87,100,29.26
174,Plettenberg Bay,ZA,2022-07-12 07:35:36,-34.0527,23.3716,59.61,56,0,0.85
175,Belmonte,BR,2022-07-12 07:35:36,-15.8631,-38.8828,71.6,77,43,5.66
176,Bubaque,GW,2022-07-12 07:35:37,11.2833,-15.8333,80.08,81,100,13.4
177,Qaanaaq,GL,2022-07-12 07:35:37,77.484,-69.3632,42.87,68,100,7.34
178,Bambous Virieux,MU,2022-07-12 07:35:38,-20.3428,57.7575,77.25,69,40,19.57
179,Lopatyn,UA,2022-07-12 07:35:38,50.2202,24.8483,61.57,66,100,17.05
180,Hirara,JP,2022-07-12 07:35:38,24.8,125.2833,89.46,66,75,3.44
181,Victor Harbor,AU,2022-07-12 07:35:39,-35.5667,138.6167,54.0,77,72,4.0
182,Nkawkaw,GH,2022-07-12 07:35:40,6.5512,-0.7662,71.69,96,100,3.04
183,Halifax,CA,2022-07-12 07:33:05,44.6453,-63.5724,55.29,91,5,6.42
184,Bengkulu,ID,2022-07-12 07:35:40,-3.8004,102.2655,82.11,82,97,6.33
185,Kalyazin,RU,2022-07-12 07:35:41,57.2403,37.8433,72.01,74,100,15.32
186,Tasiilaq,GL,2022-07-12 07:35:41,65.6145,-37.6368,44.76,86,100,1.52
187,Tamiahua,MX,2022-07-12 07:36:42,21.2667,-97.45,79.7,92,100,6.17
188,Luderitz,NA,2022-07-12 07:36:42,-26.6481,15.1594,59.0,51,1,13.09
189,Port Lincoln,AU,2022-07-12 07:36:43,-34.7333,135.8667,54.95,71,7,16.35
190,Waipawa,NZ,2022-07-12 07:36:43,-41.4122,175.5153,51.4,88,99,14.41
191,Severo-Kurilsk,RU,2022-07-12 07:36:44,50.6789,156.125,56.48,90,39,3.11
192,Panaba,MX,2022-07-12 07:36:44,21.2833,-88.2667,74.48,95,100,6.96
193,Bhanpura,IN,2022-07-12 07:36:45,24.513,75.7469,91.72,56,17,7.92
194,Nantucket,US,2022-07-12 07:36:45,41.2835,-70.0995,70.0,83,0,12.66
195,Broken Hill,AU,2022-07-12 07:36:46,-31.95,141.4333,50.67,56,37,9.46
196,Teahupoo,PF,2022-07-12 07:36:46,-17.8333,-149.2667,71.53,81,17,14.85
197,Broome,US,2022-07-12 07:36:46,42.2506,-75.833,73.65,65,0,11.5
198,Uyutne,UA,2022-07-12 07:36:47,45.1994,33.3014,76.39,40,5,6.89
199,San Isidro,PE,2022-07-12 07:36:47,-12.1167,-77.05,60.39,77,100,4.61
200,Khatanga,RU,2022-07-12 07:36:48,71.9667,102.5,36.59,97,100,12.62
201,Kirzhach,RU,2022-07-12 07:36:48,56.15,38.8667,68.25,76,100,7.7
202,Iqaluit,CA,2022-07-12 07:36:48,63.7506,-68.5145,44.33,87,75,0.0
203,Carnarvon,AU,2022-07-12 07:36:49,-24.8667,113.6333,70.81,55,0,6.38
204,Huty,UA,2022-07-12 07:36:49,50.1332,35.3439,66.45,70,50,13.62
205,Grindavik,IS,2022-07-12 07:35:45,63.8424,-22.4338,49.95,87,75,16.11
206,Fortuna,US,2022-07-12 07:36:14,40.5982,-124.1573,57.54,91,40,1.59
207,Bowling Green,US,2022-07-12 07:35:41,36.9903,-86.4436,74.53,88,5,9.01
208,Karlivka,UA,2022-07-12 07:36:50,49.4567,35.1295,69.67,53,23,14.2
209,Husavik,IS,2022-07-12 07:36:51,66.0449,-17.3389,44.62,98,100,17.29
210,Esperance,AU,2022-07-12 07:36:51,-33.8667,121.9,62.92,48,2,7.27
211,Kantang,TH,2022-07-12 07:36:52,7.4054,99.5156,84.29,70,40,8.05
212,Jhelum,PK,2022-07-12 07:36:52,32.9331,73.7264,101.01,37,4,4.5
213,Sur,OM,2022-07-12 07:36:52,22.5667,59.5289,85.89,73,97,3.27
214,Matagami,CA,2022-07-12 07:36:53,49.7502,-77.6328,57.31,94,100,11.5
215,Forest Grove,US,2022-07-12 07:36:53,45.5198,-123.1107,80.35,60,0,9.22
216,Saskylakh,RU,2022-07-12 07:36:54,71.9167,114.0833,41.86,77,100,14.05
217,Nemuro,JP,2022-07-12 07:36:54,43.3236,145.575,63.75,96,82,6.91
218,Meulaboh,ID,2022-07-12 07:36:54,4.1363,96.1285,85.51,60,97,10.02
219,Shasta Lake,US,2022-07-12 07:33:11,40.6804,-122.3708,83.12,46,0,4.76
220,Matay,EG,2022-07-12 07:36:55,28.419,30.7792,87.01,37,0,14.16
221,Geraldton,AU,2022-07-12 07:36:55,-28.7667,114.6,66.61,45,1,8.05
222,Lakshmeshwar,IN,2022-07-12 07:36:56,15.1333,75.4667,75.33,87,100,16.93
223,Havre-Saint-Pierre,CA,2022-07-12 07:36:56,50.2334,-63.5986,57.56,94,100,6.91
224,Lucea,JM,2022-07-12 07:36:57,18.451,-78.1736,80.46,81,77,4.59
225,Puerto Baquerizo Moreno,EC,2022-07-12 07:36:57,-0.9,-89.6,70.16,70,96,10.09
226,Ponta Do Sol,PT,2022-07-12 07:36:58,32.6667,-17.1,69.71,69,36,4.88
227,Barpathar,IN,2022-07-12 07:36:58,26.3,93.8667,91.85,60,64,4.83
228,Pitimbu,BR,2022-07-12 07:36:58,-7.4706,-34.8086,72.19,75,50,8.41
229,Nioro,GM,2022-07-12 07:37:59,13.35,-15.75,78.58,86,100,5.82
230,Honningsvag,NO,2022-07-12 07:37:59,70.9821,25.9704,58.75,72,0,16.11
231,Codrington,AU,2022-07-12 07:35:43,-38.2667,141.9667,47.35,67,100,5.19
232,Hofn,IS,2022-07-12 07:38:00,64.2539,-15.2082,52.32,74,100,13.04
233,Nanortalik,GL,2022-07-12 07:38:00,60.1432,-45.2371,40.78,92,100,7.52
234,Whitehorse,CA,2022-07-12 07:38:01,60.7161,-135.0538,52.57,54,100,10.36
235,Yerbogachen,RU,2022-07-12 07:38:01,61.2767,108.0108,62.98,40,17,8.72
236,Sochi,RU,2022-07-12 07:38:02,43.6,39.7303,78.1,66,70,4.65
237,Norman Wells,CA,2022-07-12 07:38:02,65.282,-126.8329,60.84,88,75,2.3
238,Paamiut,GL,2022-07-12 07:38:03,61.994,-49.6678,39.58,94,99,11.86
239,Sayat,TM,2022-07-12 07:38:03,38.7839,63.8803,91.27,15,0,18.66
240,Chuy,UY,2022-07-12 07:38:03,-33.6971,-53.4616,45.63,88,100,14.36
241,San Quintin,MX,2022-07-12 07:38:04,30.4833,-115.95,64.54,89,91,10.67
242,Flinders,AU,2022-07-12 07:38:04,-34.5833,150.8552,54.37,73,100,1.16
243,Vila Velha,BR,2022-07-12 07:37:36,-20.3297,-40.2925,69.94,92,75,2.3
244,Lorengau,PG,2022-07-12 07:38:05,-2.0226,147.2712,82.85,78,99,10.6
245,Banda Aceh,ID,2022-07-12 07:38:05,5.5577,95.3222,81.61,73,100,10.89
246,Leningradskiy,RU,2022-07-12 07:38:06,69.3833,178.4167,46.58,64,50,9.24
247,Kaitangata,NZ,2022-07-12 07:35:43,-46.2817,169.8464,43.18,95,100,15.79
248,Verkhnevilyuysk,RU,2022-07-12 07:38:06,63.4453,120.3167,76.01,54,58,5.17
249,Waddan,LY,2022-07-12 07:38:07,29.1614,16.139,81.75,35,0,6.93
250,Georgetown,MY,2022-07-12 07:36:17,5.4112,100.3354,80.53,93,40,5.99
251,Oktyabrskiy,RU,2022-07-12 07:38:07,54.4815,53.471,84.52,54,3,2.48
252,Marsa Matruh,EG,2022-07-12 07:38:08,31.3525,27.2453,82.6,61,0,16.11
253,Asyut,EG,2022-07-12 07:38:08,27.181,31.1837,84.38,32,2,15.61
254,Rujiena,LV,2022-07-12 07:38:08,57.8975,25.3316,63.05,98,100,13.42
255,Portland,US,2022-07-12 07:35:20,45.5234,-122.6762,79.38,57,40,9.22
256,Ponta Delgada,PT,2022-07-12 07:38:09,37.7333,-25.6667,71.51,83,75,6.91
257,Suslovo,RU,2022-07-12 07:38:09,56.2167,88.1167,67.55,60,69,7.07
258,Bestobe,KZ,2022-07-12 07:38:10,52.4994,73.0975,83.84,30,17,15.75
259,Biak,ID,2022-07-12 07:38:10,-0.9131,122.8766,77.02,84,98,6.51
260,San,ML,2022-07-12 07:34:23,13.3034,-4.8956,82.15,61,4,9.95
261,Union,US,2022-07-12 07:35:48,40.6334,-74.2663,71.51,84,0,9.22
262,Serenje,ZM,2022-07-12 07:38:11,-13.2325,30.2352,66.2,48,2,11.79
263,Te Anau,NZ,2022-07-12 07:38:12,-45.4167,167.7167,38.89,97,100,5.21
264,Labrea,BR,2022-07-12 07:38:12,-7.2586,-64.7981,73.06,87,40,2.21
265,Longyearbyen,SJ,2022-07-12 07:38:13,78.2186,15.6401,49.84,76,75,3.44
266,Carberry,CA,2022-07-12 07:38:13,49.8689,-99.3602,57.43,90,6,9.57
267,Viedma,AR,2022-07-12 07:38:13,-40.8135,-62.9967,36.46,70,26,12.12
268,Isangel,VU,2022-07-12 07:38:14,-19.55,169.2667,75.54,88,88,9.69
269,Maralal,KE,2022-07-12 07:38:14,1.0968,36.698,65.32,59,63,5.08
270,Buala,SB,2022-07-12 07:38:15,-8.145,159.5921,80.13,81,11,6.85
271,Ketchikan,US,2022-07-12 07:38:15,55.3422,-131.6461,54.07,87,100,3.44
272,Verkhoyansk,RU,2022-07-12 07:38:16,67.5447,133.385,73.81,50,51,7.36
273,Cairns,AU,2022-07-12 07:39:16,-16.9167,145.7667,71.55,64,40,3.44
274,Krotoszyn,PL,2022-07-12 07:39:16,51.6987,17.4374,66.81,53,91,15.57
275,Labuhan,ID,2022-07-12 07:39:17,-6.8844,112.2051,85.32,68,71,11.43
276,Atar,MR,2022-07-12 07:39:17,20.5169,-13.0499,87.51,35,0,8.19
277,Araouane,ML,2022-07-12 07:38:39,18.9048,-3.5265,92.17,36,5,21.85
278,Moose Factory,CA,2022-07-12 07:39:18,51.2585,-80.6094,48.2,87,0,11.5
279,Zhezkazgan,KZ,2022-07-12 07:39:18,47.8043,67.7144,89.58,23,40,22.37
280,Namibe,AO,2022-07-12 07:39:19,-15.1961,12.1522,66.83,77,40,0.0
281,Ardmore,US,2022-07-12 07:39:19,34.1743,-97.1436,76.24,68,0,4.61
282,Airai,TL,2022-07-12 07:39:20,-8.9266,125.4092,62.28,75,69,3.94
283,Laredo,US,2022-07-12 07:37:13,27.5064,-99.5075,88.09,58,0,13.8
284,Saldanha,ZA,2022-07-12 07:39:20,-33.0117,17.9442,51.85,75,0,6.17
285,Te Horo,NZ,2022-07-12 07:39:21,-40.8084,175.1233,55.8,91,100,5.99
286,Provideniya,RU,2022-07-12 07:38:35,64.3833,-173.3,49.78,83,58,3.2
287,Saint-Louis,SN,2022-07-12 07:37:26,16.3333,-15.0,76.64,69,8,12.62
288,Rehoboth,NA,2022-07-12 07:39:22,-23.3167,17.0833,62.35,26,0,2.71
289,Sarankhola,BD,2022-07-12 07:39:22,22.3082,89.7897,88.25,72,43,14.05
290,Thiruvananthapuram,IN,2022-07-12 07:39:23,8.4833,76.9167,84.18,79,75,9.22
291,Kavaratti,IN,2022-07-12 07:39:23,10.5669,72.642,81.75,79,100,18.63
292,Katghora,IN,2022-07-12 07:39:23,22.5,82.55,92.68,49,91,7.58
293,Fort Frances,CA,2022-07-12 07:37:16,48.5999,-93.4003,57.06,61,0,0.0
294,Chapais,CA,2022-07-12 07:39:24,49.7834,-74.8492,58.78,99,100,1.97
295,Kyzyl-Suu,KG,2022-07-12 07:39:24,42.3414,78.0056,67.28,46,60,7.49
296,Santa Maria,BR,2022-07-12 07:39:25,-29.6842,-53.8069,49.37,92,100,8.05
